cycle,phase,y_out
30637,3bd6886d6f10,033f01b9ea0647
30638,3bd7743b85e8,033e4c5fa810b8
30639,3bd7aaec6d55,033e224f9ead26
30640,3bd80370a906,033dde3b890595
30641,3bd8c9fdf693,033d4585a0d65f
30642,3bd91c88b139,033d06092dbf70
30643,3bd9ac742858,033c9756f81877
30644,3bda10121520,033c4ab7c12865
30645,3bda8648df0c,033befca40f611
30646,3bdb7c7912f8,033b326bffa63e
30647,3bdbba79b574,033b02ba77ca52
30648,3bdc4243a784,033a9a468394cb
30649,3bdca0a40541,033a51ad4a28bb
30650,3bdd120d8a24,0339fa6f0fe07b
30651,3bddea60efd4,033954050219a5
30652,3bde10443e20,033936df6a98a9
30653,3bde84614a08,0338dd8bec9ecc
30654,3bdf4aa2fc95,03384506224a66
30655,3bdf8f49b71e,0338103547ce9d
30656,3be07b6ebff6,03375a878dcb45
30657,3be0cc4e8e98,03371c4ea11659
30658,3be1567243ac,0336b20655bf1a
30659,3be1998fee33,03367e62d10d59
30660,3be25bba05b7,0335e8fe585265
30661,3be2da35b2b4,033587ac6ab864
30662,3be36c1041d8,033517725ee12c
30663,3be3e64b77cc,0334b964f1db6a
30664,3be41b38f336,033490aafb27ed
30665,3be4de5c94bc,0333fa82baf9c8
30666,3be57bedd6f7,03338142dc9e98
30667,3be5fed02cfd,03331c8ae0ab80
30668,3be6619a67c3,0332d0850e3c07
30669,3be6cf05179e,03327c51643694
30670,3be753d7e3a7,0332161a014bbd
30671,3be7c82df190,0331bc9251f876
30672,3be82fa9435f,03316ceec701a2
30673,3be8cfed169f,0330f197673e9b
30674,3be932774764,0330a5c0b95771
30675,3be9a2b0a445,03304f6190bb09
30676,3bea6acc66d5,032fb55de39daf
30677,3bea89ce7713,032f9d80372cf8
30678,3beb4ad0e195,032f08f1f36da5
30679,3bebf96028f2,032e829608fd37
30680,3bec5886b0b1,032e3958d37ecf
30681,3becf1df15e3,032dc34fe2c0bf
30682,3bed37c5916f,032d8d81adf0ed
30683,3bedc1805a83,032d237cf1411f
30684,3bee09f70113,032cebb533353c
30685,3bee8150d302,032c8fd56e10e1
30686,3bef5f9238bf,032be4bdb87156
30687,3befea111ad4,032b7a1fbed2ce
30688,3bf03758386e,032b3ea1fd0dbc
30689,3bf0dcd18eb9,032abf3e234a66
30690,3bf1474fb98e,032a6d41f1a135
30691,3bf1bb4e4a76,032a13f4bf4ada
30692,3bf20b813717,0329d636343af5
30693,3bf2ec0b2ad8,032929566f7648
30694,3bf35672eeac,0328d769d23019
30695,3bf3a62fca4c,03289a0533bf6a
30696,3bf45f64ddbe,03280b6b61a624
30697,3bf4e12385c2,0327a7851041f6
30698,3bf50a4cbd14,032787d39c0773
30699,3bf583e97907,03272a2fb53b92
30700,3bf6659208cb,03267c6d508dfb
30701,3bf6b03c7f60,032642eea55d92
30702,3bf7198a0033,0325f1d8562656
30703,3bf7c56b348a,03256d7d0447b3
30704,3bf845b39c8b,03250ab38be274
30705,3bf8f6f3f7ed,03248233b1d94a
30706,3bf907b39b0f,0324754dc865a4
30707,3bf992e0e125,03240a1f56a1cf
30708,3bfa28107850,0323973afeb8f6
30709,3bfad3e3cea7,032312e661c7a0
30710,3bfb28ae6e51,0322d198d21880
30711,3bfbdb325cb6,0322481be4d249
30712,3bfc310b7862,032205fd593320
30713,3bfcae21e45c,0321a5a59d89f9
30714,3bfd143b5728,03215702289270
30715,3bfdd38387a7,0320c3ad4b045a
30716,3bfe6ca382d9,03204dbb6faca8
30717,3bfeecc01bd9,031feb0d44151c
30718,3bff09773712,031fd4eee09f15
30719,3bffe6b43fcd,031f2a83dab27f
30720,3c0029f37353,031ef6b6dc8cc5
30721,3c009e4c4e3c,031e9d1708d699
30722,3c01425aee84,031e1eb60a2f29
30723,3c0194e06729,031ddf240f84c2
30724,3c0246b2298d,031d5627c1643f
30725,3c0290506320,031d1d710a176c
30726,3c03373b5c6e,031c9cd973bb36
30727,3c03c2dfdc85,031c31447a5788
30728,3c046ab286d5,031baff8e3b6a0
30729,3c04d6d234ad,031b5cab495ba3
30730,3c05524962a4,031afd8b5a066d
30731,3c05f9c683f3,031a7c7fb4728e
30732,3c0633636a66,031a501be4e22e
30733,3c06c3d3a787,0319e0d1d18e47
30734,3c071311df26,0319a3c317bb92
30735,3c079664392c,03193e936c98be
30736,3c084f4fb69e,0318b016774705
30737,3c08ced2969d,03184dd54104f6
30738,3c0921fdb043,03180dbefb96cd
30739,3c09e8c4ddd1,03177492108e82
30740,3c0a099e4913,03175b41c74734
30741,3c0aec48e6d8,0316ac95b25fa7
30742,3c0b53d1bba7,03165ccc39a4f2
30743,3c0bc3b04f87,0316069612089d
30744,3c0c4592038b,0315a27dec2947
30745,3c0cd52c74aa,031533d215989d
30746,3c0d1d2edc3a,0314fc52f3e218
30747,3c0dfc2a71f8,031450787ef0b0
30748,3c0e6a09c5d4,0313fbca2a61ae
30749,3c0ebe6f237c,0313babe364450
30750,3c0f7611f4ec,03132d34bda476
30751,3c0fd8f322b1,0312e0fe43fca3
30752,3c103d006c7a,031293e034397c
30753,3c10807ecf00,03125fda4c19e3
30754,3c112d53e45a,0311daa2492ee4
30755,3c11f20642e4,03114304340eae
30756,3c122f0cda5e,031113f9cb074b
30757,3c12aec55a5d,0310b185e704c3
30758,3c132c298b58,031050dd371a7a
30759,3c13801bb100,031010271c96a4
30760,3c1416e1f12d,030f9bec6117f8
30761,3c149f28a53e,030f32de407064
30762,3c1529a3c653,030ec81c75ea59
30763,3c159c274e38,030e6fd4462cf9
30764,3c165cce8cb9,030ddb4dcbf4c4
30765,3c16e18a8ec3,030d74f86bbdd5
30766,3c174e2f7d9c,030d2135432886
30767,3c17eed8fddd,030ca556b32de1
30768,3c18163d912c,030c86f772be57
30769,3c18a748f64e,030c17229921e3
30770,3c194715868e,030b9becccb116
30771,3c19d01c98a0,030b324524b078
30772,3c1a1135da22,030b00133d1c92
30773,3c1a9abdbe35,030a960775c792
30774,3c1b49fac993,030a0ee7a1f5e0
30775,3c1bd69a03ad,0309a2786a0e71
30776,3c1c4fda4c9f,030944f89c9d26
30777,3c1ca6bec44d,030901f72fc407
30778,3c1d08602310,0308b6adbc8d27
30779,3c1dd7351dae,0308172da0cf40
30780,3c1e73e9c7e7,03079e5477679d
30781,3c1eae1dea5c,030771719ad26b
30782,3c1f13227326,03072389f15ade
30783,3c1fd48dc7a9,03068e5edf33d7
30784,3c201a3f2534,0306589f0b1522
30785,3c20b3290e66,0305e2affd1682
30786,3c212dfa9a5b,030583f666488b
30787,3c21de7fdfbc,0304fbd0ffd2ae
30788,3c2226514c4c,0304c46c829238
30789,3c22ef2a12de,030429828045e7
30790,3c2312fd7925,03040de06f90e8
30791,3c23e1a345c3,03036e7b9de8f6
30792,3c247db31afb,0302f61ab5feaf
30793,3c24d9e6d4b3,0302aefb9e11ff
30794,3c25261bec4c,03027432ccc100
30795,3c25e6cbdbcd,0301df8fbff892
30796,3c2633936f67,0301a4555a0d3f
30797,3c26a1213742,03014fd26c81b1
30798,3c2718a2d831,0300f3a1a90d61
30799,3c27c2898085,0300708ffe0e34
30800,3c28243d2b48,03002530891fae
30801,3c2890171620,02ffd1fc533f04
30802,3c297cbb1cf9,02ff1b6b88591e
30803,3c29b4a81569,02fef045ecba3f
30804,3c2a00972c01,02feb5b07053c0
30805,3c2ae70254ce,02fe03ea280a6f
30806,3c2b48e99791,02fdb860ae5295
30807,3c2bf7af76ef,02fd3187915581
30808,3c2c49a45793,02fcf24b3b2d41
30809,3c2ca298d445,02fcada851764d
30810,3c2d4b8f2997,02fc2b494dc75e
30811,3c2dc0638880,02fbd1238e327b
30812,3c2e3c038678,02fb71bf122c17
30813,3c2eb38c7067,02fb158221ffb2
30814,3c2f0e68b01c,02facf6549c6cf
30815,3c2fad442a5a,02fa54cf8ae0be
30816,3c302b6f9e56,02f9f3729e4b5a
30817,3c30a60b0f4c,02f994d50d1644
30818,3c312a0f1154,02f92ef4555194
30819,3c31a60d3b4c,02f8cf4424fdd9
30820,3c324e3f7f9c,02f84d765cb4d0
30821,3c32b93e8872,02f7fae33279da
30822,3c3309772712,02f7bcf9c03a66
30823,3c33ab369856,02f7402462c907
30824,3c3478e605f1,02f6a16503e532
30825,3c34e6ccc5cd,02f64c922dd89a
30826,3c351d71d23a,02f6226516c3f9
30827,3c359574262a,02f5c5c48d37b5
30828,3c3649721192,02f53ad74b09a8
30829,3c36da579cb4,02f4cafff8bb07
30830,3c37002bf700,02f4adccd5249c
30831,3c37c535c48a,02f415b54493e0
30832,3c38430e8586,02f3b490e29364
30833,3c38d8fcf6b1,02f340d495533c
30834,3c3908ae7211,02f31c03ab4cbf
30835,3c39c2275184,02f28cd6f88616
30836,3c3a59823eb3,02f217ffb50437
30837,3c3a98d6ac31,02f1e71c186493
30838,3c3b4e5e249c,02f15af899de2f
30839,3c3bcab0aa95,02f0fafe540199
30840,3c3c6cb021d9,02f07ded7540ad
30841,3c3c887aa510,02f06878d3c2f4
30842,3c3d1c7bef38,02eff634b9d2b1
30843,3c3dd375b5a6,02ef68f018c565
30844,3c3e34170868,02ef1e550ab4f2
30845,3c3e867ab90c,02eedeb87ba703
30846,3c3f55a4afab,02ee3ec4f8e1df
30847,3c3ff6d64ded,02edc24ef9e8c5
30848,3c401a51d834,02eda6e94caab5
30849,3c4088e4ce11,02ed51886a55be
30850,3c414751458e,02ecbe7f13dd04
30851,3c41d46e54a8,02ec518850eda1
30852,3c4208977011,02ec2941480e2c
30853,3c42b4c2c069,02eba44e918380
30854,3c436d5695da,02eb15c60f7b8b
30855,3c43e095adc1,02eabcc6e58ea3
30856,3c44223aad44,02ea8a156a6eaa
30857,3c44e59a74cb,02e9f3348ff663
30858,3c452565794a,02e9c1f0a6ff7e
30859,3c45a3e03247,02e960434b826b
30860,3c46702a73e0,02e8c27d9a79dd
30861,3c46a4edc449,02e899bdc89a22
30862,3c47528ad5a5,02e813a7eb7003
30863,3c47ea9dc6d5,02e79e340d33a7
30864,3c487c719ff8,02e72d929d9fce
30865,3c4891ba9423,02e71d220b1eb5
30866,3c4970af89e1,02e670ed263867
30867,3c49e45a4bc8,02e61795f7a1cb
30868,3c4a5db711bb,02e5b9d83b0674
30869,3c4ab7fac56f,02e5741f6bb125
30870,3c4b18187330,02e529e14d6973
30871,3c4bb35d9f66,02e4b1f16462c2
30872,3c4c32bdaa65,02e44f8d18c2af
30873,3c4cd82432b0,02e3cfc8ac1b21
30874,3c4d70e674e1,02e359c7847a2b
30875,3c4dec2ba1d8,02e2fa8d7baad7
30876,3c4e0de44a1b,02e2e080a6c713
30877,3c4e9ea8c13d,02e270aaa4f673
30878,3c4f16966d2d,02e21404829be0
30879,3c4f8504310a,02e1beb4c39bd6
30880,3c5050a5d2a1,02e12163427f07
30881,3c50cb764c96,02e0c280eb915a
30882,3c516b813ad7,02e046daea0335
30883,3c51b563306a,02e00dc5d174ac
30884,3c52771920ee,02df781b7b9f1e
30885,3c52c976b992,02df3877f4c615
30886,3c535c5bc1b8,02dec6f86f9bd4
30887,3c53c580808b,02de75badc438c
30888,3c54537117a6,02de080e71ee55
30889,3c54b60fe36c,02ddbbda8750f1
30890,3c5513b6de27,02dd737d16646a
30891,3c55cdcffe9b,02dce3b022ff36
30892,3c56397c9472,02dc907c2d66e5
30893,3c56d8a3acb1,02dc158039dcb1
30894,3c571d7f733a,02dbe04a450315
30895,3c57e6818bcd,02db44f505bfab
30896,3c581a267634,02db1d0c243d66
30897,3c588a0ff414,02dac6900fa3d3
30898,3c597a7e5ff4,02da0cc14aa5bd
30899,3c59c701068e,02d9d1a0360c71
30900,3c5a0ef5a21d,02d99a0422f651
30901,3c5a8c2e9d18,02d9393d13ba4e
30902,3c5b23d88147,02d8c40623e2f9
30903,3c5bd57653aa,02d83abf997694
30904,3c5c558cf5ab,02d7d7bffa3532
30905,3c5cd15582a2,02d77813ba86da
30906,3c5d7e8eb8fd,02d6f23063eca2
30907,3c5da6454d4c,02d6d37e50f351
30908,3c5e3b2b4d76,02d6606751bac9
30909,3c5eb3d68967,02d60321c1c9eb
30910,3c5f3efdeb7d,02d59791f7dc05
30911,3c5feb8dd5d7,02d5122e9ce02d
30912,3c60782b8cf0,02d4a57c4d7d0b
30913,3c609d7f8c3a,02d488a1689068
30914,3c613c5ef078,02d40dd18c3cae
30915,3c61d4abcca9,02d39815b0f2aa
30916,3c627b8492f7,02d3171a66de06
30917,3c629f1a703e,02d2fb97e32d41
30918,3c633446ae68,02d288458a2e0e
30919,3c63ddb714bb,02d20547a5264b
30920,3c642649414c,02d1cd2ccc04da
30921,3c64f7ed12ef,02d12b193e165a
30922,3c657e2604fc,02d0c35390e93c
30923,3c658f038b1e,02d0b6497ffed7
30924,3c66772874ee,02d002cda5e151
30925,3c668d39541a,02cff1be1c895b
30926,3c672ec9d05d,02cf74d30b278d
30927,3c67aca10f59,02cf1386679cd5
30928,3c6825ed114b,02ceb5bcc6f6c1
30929,3c68d1bd15a3,02ce30e35dbe66
30930,3c692bdaf557,02cdeb34ebbd66
30931,3c69d5db83ab,02cd67c0b34ab9
30932,3c6a2efdf45d,02cd22d4103e14
30933,3c6a9d32353a,02cccd9c4e4577
30934,3c6b2f5e4e5e,02cc5c93e1e625
30935,3c6b94bac729,02cc0e31f8f5d4
30936,3c6c4eddff9d,02cb7e40a8bfcb
30937,3c6cf3ce93e7,02cafeb313a56b
30938,3c6d3b34bf76,02cac77bc6c047
30939,3c6ddd82b9bb,02ca49f6e16ead
30940,3c6e6dac0fdb,02c9da795c8653
30941,3c6ebdc4117b,02c99c87eb826d
30942,3c6f7c9b26f9,02c908ef918531
30943,3c6ffe3339fc,02c8a4b4c30ddb
30944,3c707aa307f5,02c84476a7c752
30945,3c70eec08ddd,02c7eaa7ccaeda
30946,3c711faa673f,02c7c4d2d14472
30947,3c71fe0828fc,02c718d4fedbd0
30948,3c723799c46f,02c6ec4dd432b5
30949,3c729d6de83a,02c69d8a91eb05
30950,3c7312d75d25,02c642b94ea086
30951,3c73ecf969d9,02c599fedc7b5c
30952,3c7474832be9,02c5312722732e
30953,3c748af20215,02c51fccd640b8
30954,3c753a72eb74,02c4980a333c03
30955,3c75a33ad746,02c446fc3f0264
30956,3c763aee1675,02c3d1a248f1e3
30957,3c769a6ebc34,02c387c11fb7ca
30958,3c771429ef28,02c3299553a036
30959,3c77f0bc52e1,02c27ef20a347a
30960,3c7869856bd3,02c2218070dfb9
30961,3c78b881f571,02c1e464f5e28b
30962,3c794a854895,02c1736e46ebff
30963,3c79bca9be79,02c11b1f5a1018
30964,3c7a3f90067f,02c0b5d91dbe7c
30965,3c7ab2c58d65,02c05cb6325563
30966,3c7b3869dd70,02bff54ff54348
30967,3c7b94eafb29,02bfadbd7d2232
30968,3c7c5870c7b0,02bf1675500891
30969,3c7cff4f62fe,02be9557d1f9c8
30970,3c7d5c9885b9,02be4d297e823d
30971,3c7dada3e45b,02be0e73c6a1d7
30972,3c7e1726902e,02bdbccf70c05c
30973,3c7ef43158e8,02bd11c4bf35ff
30974,3c7f3d2e257a,02bcd94a3986bf
30975,3c7fd0b45ca1,02bc6721da3c03
30976,3c8001cc4003,02bc41246b982e
30977,3c80eef94ddd,02bb899aaea377
30978,3c813b239d76,02bb4ea9a86cb9
30979,3c81bd38447a,02bae9ff2a963c
30980,3c820d18b71a,02baac2e70ab20
30981,3c82ec3120d8,02b9ff8731249f
30982,3c8355cdcaab,02b9adcb189a96
30983,3c83f7077aee,02b93104315e39
30984,3c8457ded4af,02b8e61120ca2a
30985,3c848edeb31d,02b8bb80054db7
30986,3c855e5d90bc,02b81ae800e258
30987,3c858635e00c,02b7fc1137ee49
30988,3c86568d79ad,02b75ad02238e6
30989,3c869803e430,02b7282519aff3
30990,3c871b5fcd36,02b6c278ba4a28
30991,3c87a693574d,02b656b9f1fcc5
30992,3c886eaf85dd,02b5bbd534cef1
30993,3c88ce1e959c,02b571f6312e37
30994,3c895c3d5fb8,02b503f370ad47
30995,3c89e72bbbce,02b498682a0f5c
30996,3c8a026bd604,02b483500835f1
30997,3c8ad4a8a4a9,02b3e0913d8f39
30998,3c8b7cbb28f9,02b35e7585b6cb
30999,3c8bb9c6ec73,02b32f3391ae74
31000,3c8c6c0550d8,02b2a537139475
31001,3c8cf397f3e7,02b23c429a4320
31002,3c8d587a0ab0,02b1ee28c95973
31003,3c8df268cfe4,02b176fcb2eb4d
31004,3c8e695ad2d2,02b11ae660aa59
31005,3c8ecede609d,02b0cc4e98646f
31006,3c8f2e76e25c,02b0824b8926cc
31007,3c8fb6d1406d,02b018b9fd6c31
31008,3c9077673aee,02af839e21b171
31009,3c908de9cc1b,02af72306d1d71
31010,3c91748a92e9,02aebf9efb90d1
31011,3c91ddfc21bb,02ae6dfa42e4bf
31012,3c921dc1683b,02ae3c99b36e62
31013,3c92f32418e6,02ad975fd895a5
31014,3c931ae9f935,02ad7893d0fd1d
31015,3c93bfa14e7f,02acf90862cafa
31016,3c942a1c3e54,02aca6949c39b8
31017,3c94e37323c6,02ac170fbe04aa
31018,3c953fa5f57f,02abcfaa65653b
31019,3c95f3b4ade7,02ab443b598a24
31020,3c965bc69ab7,02aaf3a3e0db06
31021,3c96ddb8ccbb,02aa8f0232aec7
31022,3c97522b6ba4,02aa34d430498d
31023,3c9781e61b03,02aa0fddaaf8e3
31024,3c987f2b5efe,02a94bb8c31b39
31025,3c98e252f5c4,02a8feee20c60f
31026,3c9926c3344d,02a8c9ed371cc5
31027,3c9981217602,02a883f03c85d7
31028,3c9a795169f2,02a7c3b7f9581c
31029,3c9aca9b7d95,02a784c2583768
31030,3c9b7a1236f4,02a6fcdbbec205
31031,3c9ba70ea14e,02a6da03e39b75
31032,3c9c435b9b86,02a660f415257a
31033,3c9c90684220,02a62546403c01
31034,3c9d649950c9,02a580ead35a86
31035,3c9dc7917a8f,02a53441d38add
31036,3c9e5608d5ac,02a4c5e740153f
31037,3c9e858b290b,02a4a11a3ee784
31038,3c9f3e35607c,02a4120ed77e53
31039,3c9fc449e588,02a3aa31f537d9
31040,3ca00533f20a,02a377e8eb11c8
31041,3ca0fb520df6,02a2b940c9901c
31042,3ca1719f48e3,02a25d9b95d8d3
31043,3ca1ec13bcd8,02a1febe5dfb16
31044,3ca24b53da96,02a1b4f411b241
31045,3ca2da06d0b4,02a146673a8d17
31046,3ca33febe67f,02a0f77696730d
31047,3ca3ca86e295,02a08c14cadfe0
31048,3ca404fb6909,02a05ecb283a06
31049,3ca4a86f5350,029fe02880288b
31050,3ca5740c1be8,029f4267cc09a0
31051,3ca5e77738ce,029ee8fb223b60
31052,3ca61c597d38,029ec001c696d8
31053,3ca6834d7406,029e703d27909a
31054,3ca7064cc70c,029e0abd94ab26
31055,3ca7f6749fec,029d50a926da51
31056,3ca824b8f849,029d2ccfa26de8
31057,3ca884df1509,029ce24f5ff486
31058,3ca92fd6cb5f,029c5dd560a225
31059,3ca9f64af2ec,029bc40e336b9c
31060,3caa6600bacc,029b6d7de5eb51
31061,3caa9c5e1238,029b435d4bfe18
31062,3cab6e2f04dc,029aa0c63fb353
31063,3cabc0821581,029a60fa8a0ced
31064,3cac5833a5b0,0299eb6ccb41fd
31065,3cacd58052ab,02998a52d1309a
31066,3cad76b657ed,02990d63d8da38
31067,3cad88dde611,0298ff52190ad7
31068,3cae0ef0941d,0298976a8ddd85
31069,3cae8ff7ae1f,0298336b8c3ffd
31070,3caf1a299e34,0297c8514c51cc
31071,3cafccde4999,02973dd0ef8f54
31072,3cb014f26c29,029705f3d939aa
31073,3cb0a6f20c4d,029694cbf80118
31074,3cb11821be30,02963d1213be12
31075,3cb1b33f1966,0295c4d873e79e
31076,3cb237900c6f,02955e4a012e8a
31077,3cb288994611,02951f7a7631ed
31078,3cb3629395c5,0294768584777b
31079,3cb3db7836b6,029418d06bafcc
31080,3cb4423c5284,0293c92808c3de
31081,3cb4bd93427b,0293698ccbc78f
31082,3cb5515001a2,0292f707a5c2ef
31083,3cb59d3d843a,0292bc2c40682e
31084,3cb62a061e54,02924f0a3fab27
31085,3cb6e081dbc1,0291c1945cb0f3
31086,3cb74583e58b,02917346f2fd67
31087,3cb7b7fee36f,02911a8792c381
31088,3cb829185252,0290c2d9f8a606
31089,3cb88582f40b,02907b34d5e28c
31090,3cb93d38217a,028fecc94a4998
31091,3cb9f2682fe4,028f6051153291
31092,3cba4a39cc94,028f1c3b75c663
31093,3cba91b06a23,028ee4d3cf521e
31094,3cbb56d193ad,028e4bfdfd1c63
31095,3cbba9e14853,028e0b97e1bd03
31096,3cbc644d6ec8,028d7b0df20857
31097,3cbc82a02205,028d638b378411
31098,3cbd44911d89,028ccd2bdf99e9
31099,3cbdd20e13a4,028c5f7760883a
31100,3cbe05d2170b,028c3754192c2c
31101,3cbea5e3f74b,028bbb367933a7
31102,3cbf30139d60,028b50103c4172
31103,3cbfe44e6bc8,028ac44f913d72
31104,3cc05062a7a0,028a7080dcdafb
31105,3cc0c089cd81,028a198928e854
31106,3cc10dd1f31b,0289dd9b9d5a66
31107,3cc1bf3e327e,028954061c28df
31108,3cc24435ff88,0288ece92cce32
31109,3cc2a69b7e4d,0288a09b23a0f9
31110,3cc360a103c1,02881058cf287c
31111,3cc3f6354bec,02879c58aceea3
31112,3cc47b9efbf7,028734e19f771c
31113,3cc4c29ef385,0286fdd186a0a9
31114,3cc56d31a7da,02867987fb42a2
31115,3cc590c79121,02865deebcd250
31116,3cc6568c80ad,0285c48ca07425
31117,3cc68d16031a,02859a4061fb15
31118,3cc75d90c2bb,0284f88e88dbbb
31119,3cc7ba44e474,0284b0a7c900c2
31120,3cc816096d2c,0284697aaecf87
31121,3cc8f3fe92e7,0283bd52a1b872
31122,3cc954a736a9,02837259a48822
31123,3cc9e13929c2,02830551066e07
31124,3cca67bc9ecf,02829cfa9d9b0c
31125,3ccab2528264,0282631ff413cb
31126,3ccb71b9e1e3,0281cea7bd37e4
31127,3ccbc6ec3c8d,02818c916fb4d3
31128,3ccc6168f9c2,028114bb05d642
31129,3ccc9787b02f,0280eabfa1102a
31130,3ccd43e9a287,02806506a2b974
31131,3ccdfee1fffd,027fd3fbf190dd
31132,3cce6c6d58d8,027f7f00fc840a
31133,3ccebf0fff7e,027f3ee5d444cd
31134,3ccf2db35b5b,027ee911258f09
31135,3ccfde5a4ebc,027e600582180c
31136,3cd02144a042,027e2c1bbd2ab3
31137,3cd0b7d94b6f,027db749255a2c
31138,3cd1386fe970,027d53860181d8
31139,3cd1dbd10eb7,027cd4c4630b53
31140,3cd21305af26,027ca9ef96ed57
31141,3cd29bcd7637,027c3fd04b68aa
31142,3cd357d42eaf,027badedd73524
31143,3cd3de7e1ebc,027b4571eb2f73
31144,3cd40ae36415,027b22ffa568e7
31145,3cd49752602e,027ab6091aa302
31146,3cd51d710d3a,027a4df83bd78e
31147,3cd5fdd55dfb,02799fdb411338
31148,3cd633aca267,027976142d886e
31149,3cd6e0c9eac1,0278efbfe253be
31150,3cd75c3361b8,02788ffc4b8fe7
31151,3cd7b106a962,02784e29ad741d
31152,3cd8354c446a,0277e785681ef1
31153,3cd8a011f340,027794aa74d709
31154,3cd93be40c77,02771bbf3fb28c
31155,3cd9ee7de4dc,02769125d7dfcf
31156,3cda40493080,027651ac212b7d
31157,3cdac6045b8c,0275e9e3f6e72b
31158,3cdb3ca7ef79,02758dd1c9c8a4
31159,3cdbbb62f076,02752b77b36c17
31160,3cdc09464312,0274ef052db56f
31161,3cdcd3f700a7,027451b6ac885a
31162,3cdd2a7fe754,02740e8daa8896
31163,3cddab19ab56,0273aabe8dcf26
31164,3cde34825b69,02734018f00df4
31165,3cde933bc726,0272f69406b936
31166,3cdf00c8d901,0272a18ce80c79
31167,3cdfcec1f29d,027201ae942994
31168,3ce031585b62,0271b52922c0ac
31169,3ce0bca08b79,0271490d490498
31170,3ce13dbb9e7b,0270e4d7178a60
31171,3ce194b7aa29,0270a152742e17
31172,3ce205bf200b,0270499641587f
31173,3ce28fef2e1f,026fde525c1d53
31174,3ce325ed1c4b,026f69e44de9bb
31175,3ce39812b330,026f1148f524be
31176,3ce409c98f13,026eb90344e35c
31177,3ce4db6d91b6,026e1645fdde69
31178,3ce577ce33ef,026d9ce0e5b2ff
31179,3ce5e026e8c0,026d4bdfabe4db
31180,3ce613268326,026d2448711bd6
31181,3ce6f35d92e6,026c76381e6cf0
31182,3ce70f2bbf1e,026c60a2060b85
31183,3ce790042c20,026bfc9ac9d74c
31184,3ce810a0df21,026b98c18ae137
31185,3ce8997d1232,026b2e809c0dd4
31186,3ce978aea3f1,026a813800784e
31187,3ce985f6610b,026a76e877fc7e
31188,3cea159f822b,026a075eb58dc0
31189,3cead485f3a9,02697326fa64c8
31190,3ceb755bbdea,0268f646669022
31191,3cebeb0565d6,02689aeaa9d33b
31192,3cec55a54cab,02684820b0eb41
31193,3cecb7ae106f,0267fc02045342
31194,3ced6e13eddc,02676e6171a05e
31195,3cedb2751764,02673948f21fd2
31196,3cee0fd11c1f,0266f0cac40f25
31197,3cee9a274e34,0266855f8d8b7c
31198,3cef571414ae,0265f2ab7b2d22
31199,3cef89455712,0265cbb1ad28e7
31200,3cf06a5dd5d4,02651ce5f6ba6c
31201,3cf0be9f8a7d,0264db77efb9a3
31202,3cf103751506,0264a603c052b9
31203,3cf1b5b2066b,02641b99a465d6
31204,3cf23e22527c,0263b1a4dc8817
31205,3cf2eac0a7d5,02632b96ba016c
31206,3cf368abcbd1,0262c9cc8d32b5
31207,3cf3e6b306cd,026267ec349223
31208,3cf4521178a4,02621489562a1f
31209,3cf4eeb080dd,02619ae5c39179
31210,3cf5520919a4,02614dbd66992c
31211,3cf5f37c34e6,0260d058e6ed01
31212,3cf606ba240d,0260c1670dae0b
31213,3cf69c90fb39,02604d066d4e7d
31214,3cf70439dd08,025ffc8368e1d0
31215,3cf78afd7015,025f93d7766330
31216,3cf871c739e3,025ee0957536f6
31217,3cf8affff25f,025eb0411a9570
31218,3cf950c6f7a1,025e335f28c7d3
31219,3cf9d3629da6,025dcdebdc44ca
31220,3cfa697f95d2,025d59518201b1
31221,3cfaa5974a4b,025d2aa3d074eb
31222,3cfb19954a33,025cd089fff170
31223,3cfbf99399f3,025c228a94f95c
31224,3cfc00461400,025c1d56c30c6b
31225,3cfc826ce004,025bb83c3dca9d
31226,3cfd4465b388,025b218d68155d
31227,3cfdb0b44361,025acd6a42deb4
31228,3cfe70199fe0,025a38ba70225f
31229,3cfe8b929617,025a2362c86abd
31230,3cff1e55123c,0259b15f57073b
31231,3cffa1a47b43,02594b5c13a63d
31232,3d0076150fec,0258a650c64131
31233,3d00ed964adb,02584978804f29
31234,3d012f5c4b5e,0258165eb51751
31235,3d01ca802295,02579dd644b287
31236,3d021def443b,02575d037e6289
31237,3d02d401dea8,0256cf8d4bcd5c
31238,3d037dd039fb,02564b9e4325c9
31239,3d03ce1f189c,02560d387a4af2
31240,3d047d7b23fa,025584f7dd557d
31241,3d04f0db31e1,02552b52506fb4
31242,3d0541e1bf83,0254ec5d266684
31243,3d05b3953f67,02549404192e69
31244,3d06602787c0,02540dec3bd72f
31245,3d06f42422e8,02539aee39a312
31246,3d07091dbb12,02538aa1c65277
31247,3d0795b2742b,02531d6470a778
31248,3d08627f52c4,02527e3f60b35a
31249,3d08f35a93e6,02520dae6d9087
31250,3d0949ed0d93,0251ca68048e4d
31251,3d09c2829985,02516cb31711ca
31252,3d0a7da964fb,0250db42ab848a
31253,3d0ac0f86281,0250a6f3f146f7
31254,3d0b671496ce,025025dcaa866c
31255,3d0bcacd8b95,024fd85ccb8552
31256,3d0c02e89e05,024facc26a14e4
31257,3d0cb3f37167,024f232af48a3b
31258,3d0d23353946,024eccb378cd23
31259,3d0d81972c03,024e8359111be8
