cycle,phase,y_out
18455,240bddf2aebb,0faf77c242f840
18456,240c12736224,0faf6f9f1282a0
18457,240c8784d50f,0faf5d789bc0db
18458,240d69963dd3,0faf3a66301062
18459,240ddef8d0bd,0faf282d32624c
18460,240e5d5725ba,0faf148cec1666
18461,240ee01382c0,0faf003c86df20
18462,240f1da5543b,0faef6aa8b168a
18463,240f9dcd823b,0faee2bd1d5e60
18464,24106c39ccd8,0faec29f1f470b
18465,241082ef2f05,0faebf163d5018
18466,24115d9344bb,0fae9d0a018a60
18467,2411e26ca2c4,0fae8856769261
18468,24125fb23bbf,0fae74ceccf54a
18469,2412b381bb67,0fae67bc9645bf
18470,24134294eb85,0fae5169ca8f33
18471,2413958e112b,0fae44763c1467
18472,24143e73517c,0fae2a1623e003
18473,2414f7b105ef,0fae0d23be85ab
18474,241533bb2667,0fae03c0d4a1e8
18475,24158025af00,0fadf7cdb8847d
18476,241620cbed41,0faddeabc13cde
18477,24168f5eee1e,0fadcd5d129628
18478,24170972dd12,0fadba3f58c155
18479,2417fae35df5,0fad946a4dfbd9
18480,24184c26f098,0fad87ac913bca
18481,2418dbe957b7,0fad71200776b6
18482,24192104e642,0fad6647fbf1b2
18483,24198db2f91b,0fad5538e5fbef
18484,241a3e8b3a7d,0fad39730608cc
18485,241ab7aa1f6f,0fad266ad1c67b
18486,241b601629c0,0fad0bf045af01
18487,241bff3c63fe,0facf2e714cd54
18488,241c2a1bad54,0facec27e95f44
18489,241cbd77257a,0facd4f556f85c
18490,241d28278350,0facc427b94424
18491,241dd4637da8,0faca903d336d3
18492,241e609727c1,0fac92e8e0fd41
18493,241e80224a00,0fac8def4b2f19
18494,241f3a15d274,0fac70986d835d
18495,241fbfc8277f,0fac5b7d0ef583
18496,24202ed8845d,0fac49f2633552
18497,2420b1f96f63,0fac353a1867f4
18498,24210999fb13,0fac276011ecde
18499,242181463e02,0fac147369992c
18500,24222856ac50,0fabfa04b45c55
18501,2422bc467278,0fabe2994bc15a
18502,242300c8d901,0fabd7bfbb3fd8
18503,2423b575a56a,0fabbb1f559a24
18504,242462a47ac5,0fab9faa4df1f4
18505,2424c6cf348d,0fab8fc6c7ba55
18506,242533934c67,0fab7e84648171
18507,2425952a3a2a,0fab6f0689d004
18508,242620f0cf41,0fab58d3df5919
18509,2426af55975e,0fab4233cef2de
18510,242703463906,0fab34dc07d064
18511,2427a4f3e149,0fab1b25e867fe
18512,24286f868adf,0faafae97a1f35
18513,2428f11776e2,0faae64807c6dc
18514,2429320a7c64,0faadbef994890
18515,2429d49e74a9,0faac207718816
18516,242a2f4c8c5e,0faab39293cfa7
18517,242afc4eb4f8,0faa92df3b6127
18518,242b6664f6cc,0faa81f0d417d4
18519,242b8eb1d71d,0faa7b81d73bfd
18520,242c1145b722,0faa66a7c3b9b7
18521,242cfdb134fb,0faa40e068e0dd
18522,242d1eb6893d,0faa3b98f41974
18523,242db7f1e86f,0faa231777201b
18524,242e0210e704,0faa173b9f5632
18525,242e95f0d12b,0fa9ff90914415
18526,242f14bc1029,0fa9eb42b664c0
18527,242f9ede8b3d,0fa9d5214023c0
18528,24300568ff0a,0fa9c4b1d1367d
18529,2430813b6e02,0fa9b0d71cfbe2
18530,2431110e7122,0fa999c48285d8
18531,2431db339ab6,0fa979519e2799
18532,243201a4df03,0fa97325319e82
18533,2432aebae95d,0fa95756adc1f3
18534,24332ea2875d,0fa942c78004e7
18535,24339d68f83a,0fa930f73dec8b
18536,24347b3765f6,0fa90d46bf8320
18537,2434c8152590,0fa900e6d62e50
18538,24350e49331c,0fa8f598c36aa8
18539,2435ee3286dc,0fa8d185595bbd
18540,2436402f7180,0fa8c44dd6bcfb
18541,2436a8ebfc51,0fa8b36a178317
18542,24377a2f57f4,0fa891a66b385c
18543,2437de0024bc,0fa881893b6732
18544,243803b7e407,0fa87b72082a4f
18545,2438c65d578c,0fa85c005f3dd5
18546,2439795dd3f2,0fa83f10c3656a
18547,2439a47db048,0fa8381771d08d
18548,243a69979fd3,0fa818341dbba6
18549,243a86830c0d,0fa81385df8191
18550,243b533985a6,0fa7f2605e1a41
18551,243bb0130b60,0fa7e355a3ac63
18552,243c01b18103,0fa7d61ba14ab0
18553,243c87f3040f,0fa7c057d02324
18554,243d03034f06,0fa7ac62287cad
18555,243da564144a,0fa79208bd342f
18556,243e33846867,0fa77af56ae48a
18557,243ed93f19b2,0fa760094e1374
18558,243f1b580f36,0fa7554b6853d6
18559,243fced0ac9d,0fa7381d811ec9
18560,244019ab3933,0fa72bf09338bd
18561,2440a0752f40,0fa71601d13c6a
18562,244119b0a533,0fa702457cf0cd
18563,2441fbf4b5f7,0fa6dd6a1d24da
18564,24424d5cd19a,0fa6d025945d0a
18565,2442b29f2165,0fa6bfa361ccda
18566,244329e1f553,0fa6ac2fe802c3
18567,2443d1280ca2,0fa690e43c8852
18568,244421ec0c43,0fa683b4decc66
18569,24449b42d536,0fa66fe40ce1a1
18570,2445599cd9b3,0fa650c9a637c1
18571,244586fe920d,0fa6495e8bbcef
18572,24465047d2a0,0fa628739a4f93
18573,244693e22427,0fa61d640a0c18
18574,24473bee3577,0fa601e26b1d4a
18575,244799c82733,0fa5f283fcddab
18576,2448127afe24,0fa5debe293c03
18577,2448eb7af5d6,0fa5bb2c47cd05
18578,24497cbee8f9,0fa5a358b0814e
18579,2449e910aad2,0fa591926a2987
18580,244a2f2c705e,0fa586106137c0
18581,244ade0725bc,0fa56959a80163
18582,244b6453d2c8,0fa55348c3c55a
18583,244bc71fff8e,0fa5430b74fc19
18584,244c751f0bea,0fa5266e5cf9cc
18585,244cdbfc92b7,0fa51581b9580b
18586,244d4acdd595,0fa50344672ff0
18587,244df87a01f0,0fa4e6ab06fa67
18588,244e26b1aa4d,0fa4df0ded9f56
18589,244ec1cd2083,0fa4c57e6233c9
18590,244f7ba9ccf7,0fa4a6d8b750c9
18591,244fa35e9046,0fa4a04bf835e8
18592,2450555f32aa,0fa482ec42d8ae
18593,2450ff66acfe,0fa466d906dfe1
18594,245109409b12,0fa465387a06b0
18595,2451af49905e,0fa449c9bb7f50
18596,24522d3e815a,0fa434f7758aaa
18597,2452afb3195f,0fa41f6459572d
18598,245310472120,0fa40f69e37e53
18599,24539472e128,0fa3f989b78924
18600,245430827661,0fa3dfb1fff279
18601,2454a0184340,0fa3cd357e952c
18602,24556b4e3ed6,0fa3ab864988f6
18603,24559b4e5e36,0fa3a390829f92
18604,245662f9f4c5,0fa382703738d0
18605,2456c7f80d8f,0fa371acaceea6
18606,24575642d2ac,0fa35a0b9f2253
18607,24578c0beb18,0fa3511c57124d
18608,2458658fd6cb,0fa32cf5f2d294
18609,2458b0305560,0fa3208d45a6d3
18610,245901edbf03,0fa312f4dfea87
18611,2459ce17669c,0fa2f0fb8c996f
18612,245a01cb0303,0fa2e86016c8d6
18613,245aca9afc95,0fa2c6edf98f34
18614,245b1773e02e,0fa2ba1fd73bb8
18615,245bf798b3ef,0fa294c16413b6
18616,245c254e544a,0fa28d219ad4b0
18617,245cb98de273,0fa2746550eb6a
18618,245d2bd61957,0fa26151a75eee
18619,245dccf3ad99,0fa246695fad4a
18620,245e4d58ac9a,0fa230f54d69b9
18621,245e875ae80e,0fa227432f8438
18622,245f23714a46,0fa20d29f35ee5
18623,245fb0483460,0fa1f59a514906
18624,24606244ecc4,0fa1d7cf9cbf38
18625,2460cdcfec9b,0fa1c5cd2a4cb5
18626,2461057e500a,0fa1bc7966e88b
18627,246180f22c01,0fa1a7c9ca0b0e
18628,24620309f306,0fa191fae87cc4
18629,2462cdb6d19b,0fa16ffc392fa9
18630,24633f920e7f,0fa15ce0afab9f
18631,2463eb0975d6,0fa140167d30ce
18632,246440baa081,0fa131b189d2ec
18633,2464f65572ec,0fa1132c8e1f29
18634,2465591d64b2,0fa10290c50a05
18635,2465a6e1eb4d,0fa0f57c71324d
18636,24664a05d594,0fa0da097636e1
18637,2466dcedb4b9,0fa0c14e67c78a
18638,246716ed302d,0fa0b78a0c44e0
18639,2467a88b6e51,0fa09f021b5535
18640,246806b6710d,0fa08f2354f6ad
18641,2468a43d7548,0fa07494189831
18642,24690eaa551d,0fa062a079fea3
18643,2469bf51e37e,0fa044d090ecb8
18644,246a23335446,0fa033f37226c3
18645,246ad3fe94a7,0fa0161651e192
18646,246b2a59af54,0fa0077e597355
18647,246ba53d264a,0f9ff2b7fe8e57
18648,246c0bff5e17,0f9fe1571cc4ef
18649,246ca066f240,0f9fc83b45d35d
18650,246d1bdc1e37,0f9fb3557d2379
18651,246dfe9118fd,0f9f8cefc66e8e
18652,246e59396eb2,0f9f7d92de1ed7
18653,246ea1a87043,0f9f714baeca30
18654,246f406e8780,0f9f565f2707b6
18655,246fc94d9892,0f9f3f26741cdc
18656,24702a1c6654,0f9f2eb82d0003
18657,2470fb70ecf6,0f9f0b2c152a82
18658,24717429c6e8,0f9ef6a912293c
18659,2471bcae8879,0f9eea55b8da97
18660,2472707f24e0,0f9ecbc27a8add
18661,2472f46a49e8,0f9eb5511d474c
18662,24735582bcab,0f9ea4cabdb283
18663,247398abc831,0f9e995bcee19c
18664,24742c548a58,0f9e80364cbe51
18665,2474fdba62fb,0f9e5c87ac331d
18666,247578ca4af1,0f9e478c499496
18667,2475e57936ca,0f9e3502a7b3e5
18668,2476172b762e,0f9e2c881961a6
18669,2476aa831d55,0f9e1362936242
18670,24770bad4e17,0f9e02cb9c46fa
18671,2477a306b246,0f9de8f18aac6c
18672,24783faecb7f,0f9dce2bd8b75c
18673,24789762542e,0f9dbf2d5b9e00
18674,247968b4a9d1,0f9d9b5f40d3bc
18675,2479e8801ed1,0f9d8580027682
18676,247a1525662a,0f9d7ddb534401
18677,247ac1f1ed83,0f9d60434d5543
18678,247b1ac53d35,0f9d510b38a7cf
18679,247bf3cd5be7,0f9d2bd6d9bec7
18680,247c62f226c5,0f9d18c6a97f3a
18681,247cd047c2a0,0f9d060425a167
18682,247d509fe5a1,0f9ceffc61a45c
18683,247da9124552,0f9ce0cc66fcd3
18684,247e3c13f178,0f9cc78bafa0ae
18685,247ec875b890,0f9caf6b5383f5
18686,247f40618480,0f9c9acce2bb4c
18687,247f822ebc04,0f9c8f7baa94af
18688,248056a5a1ad,0f9c6aec98fa96
18689,2480b809ac70,0f9c5a284fc2d3
18690,24817b02fdf6,0f9c38931379d8
18691,2481ee3ea4dc,0f9c24b7551803
18692,2482575e16ae,0f9c1297eb3e45
18693,2482cb8d8197,0f9bfe8e65a7eb
18694,24832fd92a5f,0f9bed40cd58c1
18695,2483a119db42,0f9bd9b52c2388
18696,24840d10351a,0f9bc711860e09
18697,2484d60713ac,0f9ba45adee2f0
18698,24856014f0c0,0f9b8c7eabc2bb
18699,2485d2d441a5,0f9b78a78cc1a2
18700,24861c2ad938,0f9b6bf853c14b
18701,2486c8784490,0f9b4e28201385
18702,248702432c04,0f9b4427340c41
18703,2487ef3db7de,0f9b1b1d010eb0
18704,24881a38e434,0f9b13aa98c46b
18705,2488995ef432,0f9afda1643db2
18706,248915ccbf2b,0f9ae80e8ea6e4
18707,2489b5621b6a,0f9acc600b03b4
18708,248a19613632,0f9abb05a8e10f
18709,248a9c350438,0f9aa44f62cf00
18710,248b2676884c,0f9a8c4c3ce84e
18711,248bc7094d8e,0f9a706549b629
18712,248c23e6b147,0f9a60408ee388
18713,248cc8f05391,0f9a438cd21c80
18714,248d3fe16a7f,0f9a2edadd59fd
18715,248da8372f50,0f9a1cb1d12528
18716,248e27a8334f,0f9a06810129ad
18717,248ef382c1e7,0f99e2fd172d1b
18718,248f510a42a2,0f99d2af9fb64e
18719,248faeaba15d,0f99c25c5c9539
18720,249051a09aa3,0f99a5ef95a681
18721,2490f35a2ce6,0f9989b5f81bb9
18722,24917fc9f2ff,0f9971305d974f
18723,2491e16281c2,0f9960240fddf5
18724,24925966c9b2,0f994b2b39e30b
18725,2492bae07975,0f993a2133aac6
18726,24936c5559d8,0f991b186f44b9
18727,2493c813af90,0f990b0b3efdcb
18728,24943cad9f79,0f98f6a2e4a263
18729,2494defb82bd,0f98da377c3b44
18730,249564bd54c9,0f98c2c8d12f32
18731,2495aab30c55,0f98b6863fdad6
18732,24966ac3fad5,0f9894da00a537
18733,24968e8d2d1d,0f988e9345baae
18734,2497086ecb10,0f987931966da6
18735,2497c0f07b81,0f9858cf4122d3
18736,24986014bec0,0f983cdc9dda65
18737,2498f9f354f3,0f9821d3782151
18738,24995bb294b7,0f9810a4f06562
18739,2499d1b7d7a3,0f97fbe4406566
18740,249a31a6c963,0f97eb044f88bd
18741,249aaa87dd55,0f97d5bf1eb059
18742,249b4b2d9696,0f97b977315363
18743,249bc2b10185,0f97a46a9a696d
18744,249c089cfa11,0f97981903f53c
18745,249cca20a294,0f9775fd75549c
18746,249d1f60b13e,0f9766f523bd22
18747,249d97bfdb2f,0f9751b991995f
18748,249e0db6341b,0f973ce8bc9d25
18749,249eda8f88b5,0f9718be084057
18750,249f6028c0c0,0f9701245ddd97
18751,249fe28444c5,0f96ea1abe64c6
18752,24a044cd5289,0f96d8ba79dec4
18753,24a0dd226dba,0f96bdc94eb3b2
18754,24a1283ea950,0f96b07f47a17a
18755,24a1a1da1d43,0f969af979a955
18756,24a258593ab0,0f967aa8d0a9cb
18757,24a2ea2331d4,0f9660d49e6c87
18758,24a368b746d1,0f964a652d5440
18759,24a391594322,0f964330fc2dad
18760,24a454ecc9a9,0f9620810265b6
18761,24a4b857b370,0f960edce267cf
18762,24a51c837b39,0f95fd1511d280
18763,24a5e8d598d1,0f95d8cc14c70b
18764,24a654b6dca9,0f95c5a116dc98
18765,24a69481d529,0f95ba4a9ffea2
18766,24a76bf027d7,0f9593fc7a4294
18767,24a78bdeff17,0f958e4e5964d0
18768,24a81b025836,0f9574d672943f
18769,24a8c8df7591,0f9555e2f5b7a1
18770,24a940262b80,0f9540a49fb013
18771,24a9a9415352,0f952deaa3668b
18772,24aa1fb61a3f,0f9518cdcd19f3
18773,24aaf4aa72e9,0f94f2d4157c23
18774,24ab46aa658d,0f94e432e2ffe6
18775,24abca847595,0f94ccaab7f05c
18776,24ac0ad50515,0f94c12f52ebb3
18777,24acd398b2a7,0f949d53d2f84a
18778,24ad64ddb7c9,0f94835e02e838
18779,24add36c46a6,0f946f9a2ae8b9
18780,24ae1ffdf53f,0f9461e8c9f5bf
18781,24aef55c0eea,0f943bbc279e7e
18782,24af1b7cff36,0f9434e9165d57
18783,24aff178a9e2,0f940e985c3c4a
18784,24b019ebcc33,0f940759701bf0
18785,24b0e5226dca,0f93e2eef53caa
18786,24b15a211fb4,0f93cdf50885e1
18787,24b1fb6578f6,0f93b107c8bad0
18788,24b275f56deb,0f939b094579b5
18789,24b2c115a682,0f938d8ce6ad65
18790,24b342bef485,0f9376446f36d2
18791,24b3c0aa9781,0f935fa5935b37
18792,24b42f8db35f,0f934bb825bb02
18793,24b4c1dba283,0f93316a9162ae
18794,24b55d2761ba,0f93157bba7ece
18795,24b5c8fbe491,0f93021471a594
18796,24b66bc37fd7,0f92e4c6a1b5bb
18797,24b6b2163a64,0f92d81c8a46ee
18798,24b73a874475,0f92bf8823deaf
18799,24b783c94207,0f92b25484b124
18800,24b814c1b329,0f9298323c3210
18801,24b8d5e354ab,0f92755c937ae9
18802,24b908e78011,0f926c2808d0ba
18803,24b9e7be8fcf,0f9243ee253327
18804,24ba654f2cca,0f922d4055402f
18805,24bac25cca84,0f921c704aa384
18806,24bb16acf22d,0f920d336a0f9d
18807,24bb8243a904,0f91f9c02427bb
18808,24bc644ecfc8,0f91d0dd2dcff2
18809,24bca518824a,0f91c523ca882a
18810,24bd46187d8c,0f91a7fe95803e
18811,24bdf6fc72ed,0f9187f49559ab
18812,24be503f77a0,0f9177c7faf8b0
18813,24befba857f7,0f9158b57e9049
18814,24bf70c6fde1,0f914377ed6464
18815,24bfef48cbde,0f912c8445b55e
18816,24c07abc07f5,0f911334c13e07
18817,24c0bb1a2d76,0f910784f61177
18818,24c13b315276,0f90f0418d8115
18819,24c1f9c493f3,0f90cda08a54d2
18820,24c213fb5f27,0f90c8dcb8e4f5
18821,24c2e777dece,0f90a267f1d93a
18822,24c3582c63b0,0f908de6cbc4f1
18823,24c3d9c7abb3,0f9076502d709c
18824,24c466505bcc,0f905cb9a6b07d
18825,24c49b475236,0f905314202744
18826,24c53c690778,0f9035b8b1678a
18827,24c5c6e5f08d,0f901c7a5c43d6
18828,24c601a9e103,0f9011c34fef26
18829,24c6ff0a63fe,0f8fe38a661447
18830,24c741f42283,0f8fd753ef1baf
18831,24c79c6f4538,0f8fc6cf3b3909
18832,24c85712cdae,0f8fa4b8ba3121
18833,24c8b0bef261,0f8f94562dbda3
18834,24c93bb69677,0f8f7aef77c186
18835,24c9f8ef89f1,0f8f58549e2ce8
18836,24ca4431fe88,0f8f4a8fb935a9
18837,24ca9b5ee336,0f8f3a9bb30af4
18838,24cb78f540f1,0f8f1209ae8f15
18839,24cbcdae9c9b,0f8f0284ae97cc
18840,24cc0eca591d,0f8ef696d0bc2f
18841,24ccbe60117c,0f8ed66805bfd5
18842,24cd38d10371,0f8ebff42a15e8
18843,24cdde305ebc,0f8ea19d764880
18844,24ce503ab9a0,0f8e8caf3b0754
18845,24cee5345eca,0f8e7154b59d7e
18846,24cf0dc6ba1b,0f8e69e116be91
18847,24cfafb4af5f,0f8e4c210155f2
18848,24d050fe01a1,0f8e2e7b5a3a92
18849,24d0cec9aa9d,0f8e1759264071
18850,24d1312f4962,0f8e053f33e81d
18851,24d1e8b76ed1,0f8de37817a198
18852,24d2542b0fa8,0f8dcfaf368da1
18853,24d2c509d78a,0f8dbae51a3517
18854,24d346bf8e8d,0f8da2fea913a2
18855,24d3a0707e40,0f8d927677c134
18856,24d452f4c5a5,0f8d718b6c23cc
18857,24d4a45ac048,0f8d628763c81c
18858,24d510086d20,0f8d4ea8cadedc
18859,24d59e53bd3c,0f8d3464627dce
18860,24d6282a0250,0f8d1aefc8f68c
18861,24d6d31e4aa6,0f8cfb599e5660
18862,24d70ff6c11f,0f8cf01a948054
18863,24d789910913,0f8cd99f109501
18864,24d82bb5a557,0f8cbba1631332
18865,24d8a9325252,0f8ca468c6c3dd
18866,24d91e536c3c,0f8c8eba02c6fc
18867,24d988944411,0f8c7b0cec65c8
18868,24da3e1e907c,0f8c596aee0b10
18869,24dac770bb8e,0f8c3ff6f0abb1
18870,24db6b434fd6,0f8c2195d18443
18871,24dbd08550a1,0f8c0eccdbd7de
18872,24dc4407a388,0f8bf95d3e4d75
18873,24dcdf2f61be,0f8bdc8f0aabf8
18874,24dd72c747e5,0f8bc124f8ab56
18875,24dda4c80a49,0f8bb7da9af408
18876,24de11afbb23,0f8ba39d534080
18877,24dee9c027d3,0f8b7b70b12e01
18878,24df603c38c0,0f8b6565ef4c1f
18879,24dfc67c528c,0f8b525eabf032
18880,24e04671ba8c,0f8b3a8c7ff78f
18881,24e0cff0ea9f,0f8b20f117a9f9
18882,24e161daffc3,0f8b05c1569635
18883,24e1d3fe0ba7,0f8af07b1ecc74
18884,24e218448030,0f8ae3c05a347a
18885,24e2818b8f03,0f8ad01e214c96
18886,24e36c387cd8,0f8aa454483b26
18887,24e398651330,0f8a9c154b5511
18888,24e40f3aef1e,0f8a85e4fdda65
18889,24e4fcd5f1f9,0f8a59814fb621
18890,24e56dc592db,0f8a446527e5ee
18891,24e5cb054896,0f8a32f5a794de
18892,24e63103e362,0f8a1fe2123cf6
18893,24e6c611f28c,0f8a03fe762786
18894,24e7724f1ee4,0f89e3c04ec0fd
18895,24e7beee8d7d,0f89d566f17ad3
18896,24e81c6a3f38,0f89c3e419091c
18897,24e8cefd739d,0f89a26d477745
18898,24e9367e026c,0f898f05cfd1b1
18899,24e9826cc004,0f8980c884ee9f
18900,24ea14d4e329,0f89655198201a
18901,24eace52539c,0f894281443f39
18902,24eb2b571c56,0f89310a0effd7
18903,24ebee87c4dd,0f890c5f9448c0
18904,24ec7dc6acfb,0f88f17380acc2
18905,24ec8746700e,0f88efaa5c8aef
18906,24ed69bb4cd3,0f88c5144650be
18907,24eda683774d,0f88b9a4d4c655
18908,24ee465e7d8c,0f889b8f1dab0d
18909,24ee810baf02,0f8890833066e2
18910,24ef15e7742b,0f88747aaaf07c
18911,24ef875fb70e,0f885f1a1290a8
18912,24f044d73589,0f883b63fae34c
18913,24f0ae4fea5c,0f88278086f965
18914,24f132f47465,0f880e7b1f74f8
18915,24f18758660e,0f87fe8e842cf7
18916,24f20207b304,0f87e7662f9081
18917,24f284bd0709,0f87ceb7b94689
18918,24f366572bcc,0f87a418343302
18919,24f38565660a,0f879e3994b149
18920,24f474e2d9e9,0f8770f12082ad
18921,24f48478e008,0f876dfe660daf
18922,24f52b607856,0f874e6a157aad
18923,24f588ba9411,0f873cbea4ecf2
18924,24f62df7855b,0f871d74c9f48b
18925,24f6afa55b5f,0f8704e3d9419d
18926,24f776bd3ded,0f86df27cc2563
18927,24f7f047d1e0,0f86c81bbcc920
18928,24f872f099e5,0f86af52a65698
18929,24f8f1e052e3,0f86973bf6e0f0
18930,24f949f65793,0f868683487444
18931,24f99238fd24,0f8678cad43ffa
18932,24fa4a14f494,0f8655de4c9b89
18933,24faf7c3aaef,0f8634dc1959d9
18934,24fb36f0ab6d,0f8628d94dea2c
18935,24fbcb75f896,0f860c9a6fab9d
18936,24fc75c774eb,0f85ec325d5e2e
18937,24fcf66540ec,0f85d3b6c07405
18938,24fd536d13a6,0f85c1ffc48d3d
18939,24fdff22a2fe,0f85a14a182ca3
18940,24fe6006ffc0,0f858ed31939ae
18941,24fee2d6f7c5,0f8575e314e6c1
18942,24ff1c887239,0f856ae2b0dd4f
18943,24ff861eda0c,0f8556bf015789
18944,250075ee6eeb,0f8528fb5a412b
18945,250099a6aa33,0f85222997e818
18946,25014a3bab94,0f85007099b0f3
18947,25018e86831d,0f84f3649b2758
18948,25027334a5e6,0f84c7af83e92e
18949,2502f65e3eec,0f84ae9a6bc792
18950,250312db9825,0f84a9275ef2ff
18951,2503eb3179d6,0f847fc238784b
18952,25041dac833b,0f847618744606
18953,2504db0390b6,0f8451d6a9ff18
18954,25055e991ebd,0f8438a115f81b
18955,2505d3339ea6,0f842248201898
18956,250670c4e6e1,0f8404122dc4ac
18957,2506a798824f,0f83f98e40f648
18958,25076b011bd6,0f83d410563590
18959,2507915cd522,0f83ccb3a18767
18960,25083908b372,0f83ac82b40f67
18961,2508a19af243,0f83986d059b4d
18962,25095e7c6dbc,0f837421ddb400
18963,2509a3b8f847,0f8366d2c73d4e
18964,250a1f9ec43f,0f834f00198a74
18965,250acb84c297,0f832deef144c6
18966,250b4bcff797,0f83153e49fb55
18967,250bcb0fea96,0f82fcbeb1fe74
18968,250c25c9fe4b,0f82eb45b748af
18969,250cac4bd058,0f82d15c16bd01
18970,250d259c994b,0f82b9fac6f97a
18971,250d8a658c14,0f82a68cbe99c7
18972,250e10694020,0f828cb470e6f1
18973,250e86e1ff0d,0f8275d94d9a32
18974,250f21df3043,0f8257ef887994
18975,250f9679be2c,0f82416c0299f4
18976,251043776886,0f822001b5ab6c
18977,251081b52a03,0f8213fad8fc17
18978,25110d70a11a,0f81f8f8b51baa
18979,2511b5485f6a,0f81d883db6738
18980,25120d8b561b,0f81c770ed0aa3
18981,2512be2f377c,0f81a541dadc13
18982,25130f85c61f,0f819582aff441
18983,25138d894d1b,0f817d1b7593a2
18984,25146357edc6,0f8153ae81e76a
18985,2514e03601c0,0f813b79ecd68c
18986,25155d2f82ba,0f81233dbf7ad0
18987,2515e6306acc,0f8108a9cb5349
18988,25160b2c0816,0f81017ca8a989
18989,251685ab6a0b,0f80e9b620b936
18990,25175cdab9b9,0f80bfecf31482
18991,2517d5ed99ab,0f80a867362741
18992,251838728d70,0f809541a9951a
18993,2518aded535b,0f807e6af314b6
18994,251939d04273,0f8063367794bc
18995,2519e2acb5c5,0f80425ba103c3
18996,251a1732572e,0f803822b3c7ef
18997,251a91559b22,0f80205b97038f
18998,251b67b504cf,0f7ff69a66dcf1
18999,251b91159f22,0f7fee8a7229cf
19000,251c478e498f,0f7fcaf98f6058
19001,251ce8ba21d1,0f7fab8b75235b
19002,251d1609de2c,0f7fa2b4b4790b
19003,251de40c38c8,0f7f7a814b1cd3
19004,251e49454292,0f7f66be549cc5
19005,251ea4ecc749,0f7f54d84b4d75
19006,251f13abaf27,0f7f3f36326f34
19007,251fcc306398,0f7f1b26f3f8df
19008,2520573221ae,0f7efff952384c
19009,2520963b6b2c,0f7ef3a545ace2
19010,252122535644,0f7ed83d1d097e
19011,2521875dfb0e,0f7ec476f91378
19012,252232cbc865,0f7ea2e70cf9c8
19013,252283efef07,0f7e9302cdbb1b
19014,25233a15b574,0f7e6f52d14bad
19015,2523f02ce1e0,0f7e4ba0db3494
19016,25245fa517bf,0f7e35c486165d
19017,2524b3d03067,0f7e2541a63d7c
19018,25253ce3a879,0f7e0a5b9388af
19019,2525bd70f67a,0f7df11f395f82
19020,25264eecea9d,0f7dd48d0a2894
19021,2526e19e12c3,0f7db7bb01ca75
19022,25271a0a1434,0f7daca45f17d5
19023,2527b1ba1d63,0f7d8ed287c64d
19024,25287aee26f5,0f7d673f9a0476
19025,2528a697734d,0f7d5ea8659480
19026,252961b1d8c3,0f7d39d4ef3212
19027,2529bad43175,0f7d2847fc31f4
19028,252a728fa9e5,0f7d04170326d3
19029,252ad0f630a1,0f7cf17cd07baf
19030,252b485fd290,0f7cd9f2f988a0
19031,252b81471202,0f7ccebac508e0
19032,252c54d452a9,0f7ca500842448
19033,252cab703056,0f7c93e957803a
19034,252d1a74e434,0f7c7dff7c3ef5
19035,252de7d6a4cf,0f7c55709f6562
19036,252e3c5b0278,0f7c44be2a9046
19037,252eb4b74c69,0f7c2cf520a11e
19038,252f1faded3f,0f7c17d0138f2a
19039,252ffb02c7f6,0f7bec6f3eeeab
19040,25301ade9b35,0f7be621a14475
19041,2530c6f96a8d,0f7bc412329cff
19042,25316ea3cddd,0f7ba2df849901
19043,2531d08757a1,0f7b8f7bcee22e
19044,253204b5fb09,0f7b852533fa58
19045,2532af60655e,0f7b635283a849
19046,2533304b6360,0f7b49c3133d0b
19047,2533d6dc35ad,0f7b28b92d33c1
19048,25346c5400d8,0f7b0b10078731
19049,2534b592216b,0f7afc8606ccc7
19050,253553758fa6,0f7add2be3c5b6
19051,253594b54329,0f7ad035f44541
19052,25364dc78d9b,0f7aab6f9a9ba0
19053,253693307826,0f7a9da386e609
19054,2537304f3360,0f7a7e6585e829
19055,2537d88261b1,0f7a5cef865adf
19056,25384a3b8094,0f7a464d927eac
19057,2538db5952b6,0f7a2969704f28
19058,25391be12f37,0f7a1c8f8669f3
19059,2539d7ef6caf,0f79f718965dd2
19060,253a3376ba66,0f79e4dab83b3e
19061,253ad22688a4,0f79c5377cf167
19062,253b6b9061d7,0f79a69de99b6a
19063,253bbf64467e,0f7995e410fec9
19064,253c075c1d0e,0f7987872e6235
19065,253cb42e0068,0f796506a6aa06
19066,253d689daad1,0f7940fc38c373
19067,253db184d163,0f79326b0e5e4c
19068,253e5b6a84b6,0f79107562c083
19069,253eee0195dc,0f78f324f7c3f3
19070,253f33a5ea67,0f78e536ad92bd
19071,253fb6b0e86d,0f78cafe30cb6b
19072,2540383cd570,0f78b10fe4af14
19073,2540c3af2a87,0f7895239006fd
19074,254118220030,0f7884392c16c3
19075,25419c847039,0f7869b29ca18a
19076,25426509edca,0f784180296136
19077,2542e8409dd0,0f78272f5019e3
19078,25434fe6d09f,0f781263eba956
19079,2543c557498a,0f77fad2618a1a
19080,25442324a846,0f77e7fdc652b0
19081,2544853bd10a,0f77d44b6ba5cb
19082,254536a5356d,0f77b0a7fd52d3
19083,2545e7bd4fcf,0f778d10514e95
